,group,url
36,1692,http://www.campaignlive.co.uk/article/nike-women-styleguide-r-ga-london/1373293
37,1594,http://www.arabianbusiness.com/saudi-arabian-crude-exports-rise-7-111m-bpd-in-sept-612712.html
38,1,http://feeds.nbcnews.com/c/35002/f/663301/s/4b9ab867/sc/7/l/0L0Snbcnews0N0Ctech0Ctech0Enews0Cfacebook0Eactivates0Esafety0Echeck0Enigeria0Eblasts0En465486/story01.htm
39,475,http://news.yahoo.com/amazon-black-friday-2015-sale-announced-starts-friday-143903214.html
40,1921,http://www.iii.co.uk/articles/278180/jubilee-platinum-plc-new-lonmin-plc
41,749,http://feeds.businesswire.com/click.phdo?i=5a60790bef7c20def33fb9d55fa55a26
42,1424,http://telegraph.feedsportal.com/c/32726/f/568312/s/4b9d3ad2/sc/28/l/0L0Stelegraph0O0Cfinance0C120A0A18950CFinlands0Edepression0Eis0Ethe0Efinal0Eindictment0Eof0EEuropes0Emonetary0Eunion0Bhtml/story01.htm
43,1609,http://www.bbc.co.uk/news/world-asia-china-34853848#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
44,1681,http://www.campaignlive.co.uk/article/big-issue-change-please-fcb-inferno/1373442
45,404,http://economictimes.feedsportal.com/c/33041/f/534043/s/4b9737e0/sc/24/l/0Leconomictimes0Bindiatimes0N0Cmarkets0Ccommodities0Cindian0Ecrude0Ebasket0Ebelow0E40A0Ebut0Erupee0Ea0Espoilsport0Carticleshow0C4982690A60Bcms/story01.htm
46,2250,http://www.prnewswire.com/news-releases/new-lock2learn-app-encourages-healthy-screen-time-300180957.html
47,1738,http://www.cityam.com/228980/former-world-no1-roger-federer-ends-novak-djokovics-winning-streak-to-secure-semi-final-place-at-atp-world-tour-finals
48,593,http://www.prnewswire.com/news-releases/ogilvy--mather-earns-top-marks-in-2016-corporate-equality-index-300181235.html
49,1,http://thenextweb.com/facebook/2015/11/18/facebook-activates-safety-check-after-bombing-in-nigeria/
50,151,http://allafrica.com/stories/201511181475.html
51,1877,http://www.huffingtonpost.com/helen-i-hwang/how-stockholm-became-a-un_b_8581896.html?ncid=txtlnkusaolp00000592
52,1441,http://thenextweb.com/offers/2015/11/18/viral-marketing-and-social-media-online-training-for-39/
53,885,http://mf.feeds.reuters.com/c/871/f/435411/s/4b9a65b3/sc/28/l/0L0Sreuters0N0Carticle0C20A150C110C180Cus0Epericom0Esemi0Em0Ea0Emontage0EidUSKCN0AT71WV20A1511180DfeedType0FRSS0GfeedName0FtechnologyNews/story01.htm
54,-1,http://economictimes.feedsportal.com/c/33041/f/534034/s/4b9d17b3/sc/3/l/0Leconomictimes0Bindiatimes0N0Cnews0Cinternational0Cworld0Enews0Cfamily0Eof0Eparis0Eattacker0Ejoins0Ebrussels0Esolidarity0Evigil0Carticleshow0C498384190Bcms/story01.htm
55,425,http://en.portnews.ru/news/210032/
56,455,http://news.sky.com/story/1590142
57,1657,http://www.business-standard.com/article/companies/ola-valued-at-5-billion-as-it-raises-500-million-to-take-on-uber-115111800937_1.html
58,641,http://feeds.businesswire.com/click.phdo?i=22793a40808ff19b02f825469ea55166
59,1571,http://www.adn.com/article/20151117/prep-hockey-dimond-eagle-river-grab-victories
60,306,http://economictimes.feedsportal.com/c/33041/f/534026/s/4b9d92eb/sc/21/l/0Leconomictimes0Bindiatimes0N0Ctech0Chardware0Capple0Ecrosses0E10Ebillion0Esales0Emark0Ein0Eindia0Carticleshow0C498380A730Bcms/story01.htm
61,844,http://feeds.businesswire.com/click.phdo?i=8885cf01b62003b3a581daf7013ba3a7
62,497,http://www.cnet.com/news/experimental-alzheimers-drug-also-seems-to-slow-ageing/
63,597,http://feeds.businesswire.com/click.phdo?i=08ca917ac828f17e14917cd627d36d80
64,2237,http://www.prnewswire.com/news-releases/n-tech-research-announces-release-of-two-new-smart-materials-related-white-papers-300181311.html
65,589,http://feeds.businesswire.com/click.phdo?i=04cb1cdbaf4604d23ae05a6a2c765386
66,2453,http://www.propertyweek.com/finance/londonmetric-snaps-up-reading-warehouse-for-£29m/5077769.article
67,502,http://www.cnet.com/news/app-users-in-emerging-markets-get-break-as-google-tweaks-pricing/
68,684,http://www.businesscloudnews.com/2015/11/18/red-hat-launches-software-defined-storage-systems-that-run-on-commodity-hardware/?utm_source=rss&utm_medium=rss&utm_campaign=red-hat-launches-software-defined-storage-systems-that-run-on-commodity-hardware
69,216,http://ameinfo.com/finance-and-economy/economy/economic-analysis/saudi-arabia-fastest-growing-g20-member-expert/
70,622,http://feeds.businesswire.com/click.phdo?i=1823685358c8aa827bc50c371c46fbd4
71,1136,http://www.seattlepi.com/business/energy/article/Germany-s-largest-trade-union-opening-US-office-6641315.php
72,2070,http://www.prnewswire.com/news-releases/does-your-state-reveal-consumer-complaints-300180860.html
73,-1,http://www.japantimes.co.jp/news/2015/11/18/business/financial-markets/nikkei-briefly-hits-three-month-high/
74,-1,http://www.cnbc.com/2015/11/17/the-fed-has-these-stocks-seeing-red.html
75,247,http://www.proactiveinvestors.co.uk/companies/news/119340/britain-to-close-coal-fired-power-stations-within-a-decade-119340.html
76,250,http://feedproxy.google.com/~r/techradar/allnews/~3/EBWZK3g9YhU/story01.htm
77,-1,http://www.bbc.co.uk/news/business-34853515#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
78,1777,http://www.theaustralian.com.au/business/technology/apple-pay-ready-for-australian-debut/story-e6frgakx-1227614582103?from=public_rss
79,574,http://feeds.bizjournals.com/~r/industry_2/~3/dJr8wwVUGF4/how-small-banks-can-fortify-their-cybersecurity.html
80,-1,http://www.propertyweek.com/news/retailers-need-to-future-proof-report-finds/5077764.article
81,464,http://feedproxy.google.com/~r/ScottishBusinessNews/~3/m3LmpOE7gSo/
82,1688,http://www.campaignlive.co.uk/article/leo-burnetts-james-kirkham-resigns-global-head-mobile-social/1373409
83,179,http://allafrica.com/stories/201511181659.html
84,2565,http://www.theverge.com/2015/11/18/9757428/swatting-hoax-act-bill
85,949,http://feeds.businesswire.com/click.phdo?i=c9f44f5b1e854238679acd6d17e84e77
86,2217,http://www.prnewswire.com/news-releases/marine-petroleum-trust-announces-fourth-quarter-cash-distribution-300179676.html
87,1178,http://feeds.washingtonpost.com/c/34656/f/636541/s/4b998f1f/sc/27/l/0L0Swashingtonpost0N0Cnews0Con0Esmall0Ebusiness0Cwp0C20A150C110C180Cbusiness0Erx0Ewhen0Ecreating0Ea0Emarketplace0Ewho0Eis0Emore0Eimportant0Ethe0Ebuyer0Eor0Eseller0C0Dwprss0Frss0Ilocal0Ebusiness/story01.htm
88,1813,http://www.digitaltrends.com/gaming/star-wars-battlefront-guide/
89,2197,http://www.prnewswire.com/news-releases/liftware-stabilization-technology-for-movement-disorders-increases-focus-on-charitable-giving-and-introduces-price-reduction-for-the-holiday-season-300180683.html
90,477,http://feedproxy.google.com/~r/TheBoyGeniusReport/~3/O0tj_Xv71N0/
91,1985,http://www.prnewswire.com/news-releases/american-marketing-association-amps-up-its-marketing-with-three-new-agency-partners-300181115.html
92,1229,http://mf.feeds.reuters.com/c/871/f/435411/s/4b9d478c/sc/28/l/0L0Sreuters0N0Carticle0C20A150C110C180Cus0Elg0Eelec0Eoled0EidUSKCN0AT72Z720A1511180DfeedType0FRSS0GfeedName0FtechnologyNews/story01.htm
93,271,http://feedproxy.google.com/~r/cnet/tcoc/~3/kh4_6uy6MNM/story01.htm
94,2606,http://www.wsj.com/articles/anonymouss-hackers-targeting-islamic-state-online-1447881328?mod=rss_Technology
95,566,http://www.theborneopost.com/2015/11/18/marriott-buys-starwood-hotels-for-us12-2-billion/
96,619,http://www.wsj.com/articles/conagra-split-second-helpings-dont-help-1447876680?mod=rss_markets_main
97,2578,http://www.trucknews.com/transportation/atri-unveils-annual-list-of-top-truck-freight-congestion-locations/1003068808/
98,1254,http://news.sky.com/story/1590038
99,522,http://www.theverge.com/2015/11/18/9754258/hasbro-robotic-cats-seniors-joy-for-all
100,53,http://allafrica.com/stories/201511180329.html
101,1068,http://www.bignewsnetwork.com/news/238686091/cpamps-main-rivals-criticized-railroad-mergers-long-before-28-billion-offer
102,-1,http://feeds.marketwatch.com/~r/marketwatch/bulletins/~3/BlknOSLPUlI/bulletinredir.asp
103,493,http://www.chinapost.com.tw/business/company-focus/2015/11/19/451253/Web-colossus.htm
104,563,http://feeds.bizjournals.com/~r/industry_2/~3/-FGxMZJ4wD4/schlumbergercameron-megadeal-clears-major.html
105,192,http://allafrica.com/stories/201511181767.html
106,478,http://feedproxy.google.com/~r/TheBoyGeniusReport/~3/hV9aRpP8fMg/
107,502,https://www.engadget.com/2015/11/18/google-play-minimum-app-pricing/
108,1402,http://www.seattlepi.com/news/us/article/FAA-Airport-authority-failed-to-follow-snow-ice-6641447.php
109,620,http://feeds.businesswire.com/click.phdo?i=17189670216a74c82a8b803c5581b20f
110,2288,http://www.prnewswire.com/news-releases/pixiwoo-youtube-beauty-superstars-sam-and-nic-chapman-coming-to-brooklyn-300180978.html
111,163,http://allafrica.com/stories/201511181520.html
112,286,http://business.bisnis.com/read/20151118/95/52910/bank-mandiri-seeks-to-acquire-e-cash-developer
113,932,http://feeds.businesswire.com/click.phdo?i=bed76d13bb6938fd4dfafd2d0ccc42d6
114,-1,http://feedproxy.google.com/~r/techradar/allnews/~3/pFy7mkONTNk/story01.htm
115,-1,http://view.koreaherald.com/kh/view.php?ud=20151118000300
116,-1,http://rssfeeds.usatoday.com/~/123938165/0/usatodaycommoney-topstories~Stocks-open-higher-as-investors-await-Fed-minutes/
117,1559,http://www.660news.com/2015/11/18/4-3-billion-tpp-compensation-for-dairy-industry-under-review-freeland/
118,-1,http://www.techmeme.com/151117/p36#a151117p36
119,516,http://feedproxy.google.com/~r/techcrunchIt/~3/vD2CtOZ1bMo/
120,1484,http://uk.reuters.com/article/2015/11/18/investing-icahn-trump-idUKL1N13D2C420151118?feedType=RSS&feedName=rbssFinancialServicesAndRealEstateNews
121,1100,http://feeds.foxbusiness.com/~r/foxbusiness/latest/~3/f5b7UApZgrA/
122,379,http://economictimes.feedsportal.com/c/33041/f/534037/s/4b977179/sc/27/l/0Leconomictimes0Bindiatimes0N0Cmarkets0Cstocks0Cnews0Caviation0Estocks0Edrop0Eup0Eto0E40Eas0Ecci0Eslaps0Ers0E2560Ecrore0Efine0Carticleshow0C498271810Bcms/story01.htm
123,940,http://feeds.businesswire.com/click.phdo?i=c45880598edee099787ede7c6d3d9a11
124,-1,http://www.engadget.com/2015/11/18/nasa-astronaut-vision-loss-study/?ncid=txtlnkusaolp00000589
125,1099,http://www.zdnet.com/article/salesforce-q3-2015/
126,2399,http://www.prnewswire.com/news-releases/verso-issues-media-correction-regarding-duluth-and-stevens-point-mills-300181184.html
127,1151,http://www.engadget.com/2015/11/18/bt-sport-ad-banned/?ncid=txtlnkusaolp00000589
128,-1,http://www.zawya.com/story/Kleindienst_redesigns_St_Petersburg_island_on_The_World_in_Dubai-ZAWYA20151118043059/
129,948,http://feeds.businesswire.com/click.phdo?i=c8dfbba4802eac77d235cbb3dd39250b
130,-1,http://www.arabianbusiness.com/photos/jumeirah-inside-from-burj-al-arab-s-luxury-royal-suite-the-famous-helipad-612770.html
131,368,http://rssfeeds.usatoday.com/~/123952961/0/usatodaycommoney-topstories~Barclays-to-pay-additional-M-ForEx-penalty/
132,457,http://feedproxy.google.com/~r/ScottishBusinessNews/~3/NWD-n4oYXbA/
133,2530,http://www.theborneopost.com/2015/11/18/rhb-capital-starts-2016-with-clean-slate-alliancedbs-research/
134,1590,http://www.arabianbusiness.com/dubai-spending-plans-unaffected-by-oil-price-slump-says-official-612795.html
135,671,http://feeds.businesswire.com/click.phdo?i=2fcf97361969d8fa92905be0f5a078b5
136,1326,http://rss.feedsportal.com/c/35163/f/655015/p/1/s/1ab14784/sc/3/l/0L0Sstuff0Bco0Bnz0Cbusiness0C74169250A0CKathmandu0Edropped0Eby0Eresearcher0EMorningstar0Eahead0Eof0Eshareholder0Emeeting/story01.htm
137,987,http://feeds.businesswire.com/click.phdo?i=dfc651d6988df06abc2a750e683303e4
138,854,http://feeds.businesswire.com/click.phdo?i=8e76e299e0b8c530c052855bc5110d38
139,1575,http://www.adn.com/article/20151118/suspect-still-large-tuesday-shooting-near-dimond-high-school
140,788,http://feeds.businesswire.com/click.phdo?i=712c1af2aa8df5ff53ae71c102fb930f
141,1794,http://www.crainsdetroit.com/article/20151118/NEWS01/151119829/more-than-1-5m-from-michigan-traveling-for-thanksgiving-most-since
142,494,http://feedproxy.google.com/~r/cnet/tcoc/~3/RFkpjYA4A6I/story01.htm
143,1997,http://www.prnewswire.com/news-releases/asds-board-member-rotundas-research-leads-to-new-fat-dissolving-drug-300180631.html
144,593,http://feeds.businesswire.com/click.phdo?i=16dfa7f879268ca8cfb27d4d15a068de
145,512,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNF5nKnzOUhIHKru-Ihe8_fuX6VIWA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778995008450&ei=m6BMVvDFIom5yAPsh5fQAw&url=http://www.theverge.com/2015/11/18/9754008/facebook-fundraiser-charities
146,1021,http://feeds.businesswire.com/click.phdo?i=eeff5ae1c4fb21b9b13c2e8d3e33a364
147,866,http://feeds.businesswire.com/click.phdo?i=952f191432f69e0d5d0f14b8af88d92b
148,455,http://feeds.theguardian.com/c/34708/f/663889/s/4b9be56d/sc/31/l/0L0Stheguardian0N0Cbusiness0C20A150Cnov0C180Cladbrokes0Ecoral0Emerger0Ewrong0Edeal0Esays0Edermot0Edesmond/story01.htm
149,797,http://feeds.businesswire.com/click.phdo?i=763d96a551fc88e688ea3c9623c19c1c
150,418,http://economictimes.indiatimes.com/wealth/real-estate/news/flats-worth-rs-250-cr-booked-in-housing-com-online-diwali-sale/articleshow/49831298.cms
151,1442,http://thenextweb.com/opinion/2015/11/18/the-internet-has-officially-hit-rock-bottom/
152,-1,http://www.techmeme.com/151118/p14#a151118p14
153,220,http://ameinfo.com/finance-and-economy/economy/healthcare/adnoc-and-cleveland-clinic-abu-dhabi-partner/
154,449,http://export.by/en/?act=news&mode=view&id=65127
155,2042,http://www.prnewswire.com/news-releases/choice-hotels-announces-expansion-of-cambria-hotels--suites-in-philadelphia-300180876.html
156,1135,http://www.crainsdetroit.com/article/20151118/NEWS/151119818/ford-contract-rejected-at-2-more-plants-uaw-leaders-scramble-to-win
157,577,http://feeds.bizjournals.com/~r/industry_5/~3/7dQSBhYcT7g/hawaiian-electric-aes-hawaii-reach-new-power.html
158,-1,https://news.yahoo.com/syngenta-among-options-monsanto-takeover-bids-executives-012725031--sector.html
159,361,http://www.ibtimes.com/wall-street-ends-sharply-after-fed-minutes-2190582
160,578,http://feeds.businesswire.com/click.phdo?i=001bbc8c4fa29357162f55127ccbca55
161,1596,http://www.arabianbusiness.com/uae-in-talks-build-petroleum-reserve-in-india--612689.html
162,2474,http://www.scoop.co.nz/stories/BU1511/S00619/proten-eyes-australia-asia-expansion-mulls-asx-listing.htm
163,395,http://economictimes.feedsportal.com/c/33041/f/534037/s/4b996410/sc/31/l/0Leconomictimes0Bindiatimes0N0Cmarkets0Cstocks0Crecos0Csugar0Eagri0Elinked0Estocks0Emay0Eremain0Ein0Emomentum0Efor0Esome0Etime0Epankaj0Esharma0Eequirus0Esecurities0Carticleshow0C498313620Bcms/story01.htm
164,519,http://www.thetimes.co.uk/tto/business/industries/media/article4617290.ece
165,914,http://feeds.businesswire.com/click.phdo?i=b2aeaeeda8de342633c0de8b75e847b9
166,1315,http://rss.feedsportal.com/c/33846/f/610141/p/1/s/64326699/sc/3/l/0L0Sscotsman0N0Cedinburgh0Eairport0Eduty0Efree0Eoutlet0Ecreates0E440Ejobs0E10E3951243/story01.htm
167,2357,http://www.prnewswire.com/news-releases/summit-healthcare-reit-inc-expands-to-new-hampshire-300181211.html
168,24,http://allafrica.com/stories/201511180052.html
169,2560,http://www.thetimes.co.uk/tto/business/industries/transport/article4616608.ece
170,1248,http://www.cnbc.com/2015/11/18/baidu-launches-online-bank-to-take-on-rivals-alibaba-tencent.html
171,1860,http://www.globaltimes.cn/content/953468.shtml
172,433,http://en.portnews.ru/news/210049/
173,120,http://allafrica.com/stories/201511181122.html
174,343,http://uk.reuters.com/article/2015/11/18/britain-investment-regulator-idUKL8N13D1LG20151118?feedType=RSS&feedName=rbssFinancialServicesAndRealEstateNews
175,542,http://feedproxy.google.com/~r/techradar/allnews/~3/rjRBY0IInDM/story01.htm
176,368,http://feeds.theguardian.com/c/34708/f/663889/s/4b9bfe93/sc/38/l/0L0Stheguardian0N0Cbusiness0C20A150Cnov0C180Cbarclays0Efined0E150Am0Eover0Eforex0Etrading0Eby0Enew0Eyork0Eregulator/story01.htm
177,475,http://feedproxy.google.com/~r/cnet/tcoc/~3/LnXIjU22npE/story01.htm
178,2079,http://www.prnewswire.com/news-releases/edison-issues-adr-research-update-on-angle-551406921.html
179,2046,http://www.prnewswire.com/news-releases/clariant-relocates-air-purification-catalyst-production-to-louisville-kentucky-300181199.html
180,1552,http://view.koreaherald.com/kh/view.php?ud=20151118001166
181,2615,http://www.wsj.com/articles/elisabeth-murdoch-launching-mobile-video-company-vertical-networks-1447867351?mod=pls_whats_news_us_business_f
182,846,http://feeds.businesswire.com/click.phdo?i=8a0bcacc6caa166f4ea2029b10e5ea1a
183,593,http://feeds.businesswire.com/click.phdo?i=9db4600613df50df3df49101dfae1b51
184,1170,http://feeds.theguardian.com/c/34708/f/663889/s/4b998125/sc/32/l/0L0Stheguardian0N0Cbusiness0C20A150Cnov0C180Cthanksgiving0Eturkey0Eavian0Eflu0Efears/story01.htm
185,2302,http://www.prnewswire.com/news-releases/pwc-us-tracks-shift-in-consumer-attitudes-towards-brands-sees-47-percent-attrition-rate-in-brand-leadership-since-1999-300180878.html
186,421,http://www.business-standard.com/article/finance/share-of-residential-focused-pe-funds-jumps-to-85-115111800371_1.html
187,357,http://www.wsj.com/articles/u-s-housing-starts-fall-11-in-october-1447853742?mod=pls_whats_news_us_business_f
188,2205,http://www.prnewswire.com/news-releases/luxury-brand-kblu-swim-launches-in-the-us-with-calypso-st-barth-and-anthropologie-and-releases-new-capsule-collection-300180585.html
189,2119,http://www.prnewswire.com/news-releases/from-cleaners-to-nail-polish-list-of-top-household-airborne-chemicals-uncovered-300180898.html
190,2066,http://www.prnewswire.com/news-releases/deltadna-research-reveals-diverse-gender-preferences-within-free-to-play-mobile-games-551300281.html
191,186,http://allafrica.com/stories/201511181731.html
192,519,http://www.engadget.com/2015/11/18/sky-sky-q-launch/
193,512,http://thenextweb.com/apps/2015/11/18/facebooks-making-it-easier-to-give-to-charity-but-you-give-up-your-card-details/
194,514,http://feedproxy.google.com/~r/techcrunch/startups/~3/qZ_0GhUIjZk/
195,361,http://www.seattlepi.com/news/article/Minutes-of-meeting-show-Fed-pondering-December-6641313.php
196,2223,http://www.prnewswire.com/news-releases/medshare-honors-anadarko-petroleum-for-humanitarian-aid-300181159.html
197,158,http://allafrica.com/stories/201511181503.html
198,1805,http://www.digitaltrends.com/cool-tech/air-force-creates-lock-breaking-tool-melts-metal-matter-seconds/
199,2568,http://www.trucknews.com/features/a-december-resolution/
200,501,http://www.cnet.com/news/survive-any-apocalypse-in-this-17-5-million-underground-bunker/
201,1,http://news.yahoo.com/facebook-deploys-safety-check-nigerian-bombing-skips-flag-204535374.html
202,472,http://techcrunch.com/2015/11/18/apple-now-sells-official-79-apple-watch-dock/?ncid=rss
203,722,http://feeds.businesswire.com/click.phdo?i=49e03800b11fdf7d141236533d236ee1
204,1038,http://feeds.businesswire.com/click.phdo?i=f8c2a89a6a1edc3ffc81e166480b1fba
205,2255,http://www.prnewswire.com/news-releases/new-solar-street-light-from-senior-led-lighting-promises-cost-effective-low-energy-consumption-300180771.html
206,1181,http://feeds.washingtonpost.com/c/34656/f/636543/s/4b9a0f35/sc/7/l/0L0Swashingtonpost0N0Cnews0Cwonk0Cwp0C20A150C110C180Cwhy0Eless0Epoverty0Eand0Emore0Eschools0Ewouldnt0Ecut0Edown0Eon0Eterrorism0C0Dwprss0Frss0Ibusiness/story01.htm
207,2385,http://www.prnewswire.com/news-releases/trimble-enhances-its-irrigate-iq-solution-with-unique-pressure-regulating-technology-300180811.html
208,252,http://arstechnica.com/gaming/2015/11/starcraft-ii-legacy-of-the-void-review-your-last-best-chance/
209,451,http://www.cityam.com/229003/bank-of-englands-ben-broadbent-tells-analysts-to-take-the-yield-curve-with-a-grain-of-salt
210,2536,http://www.theborneopost.com/2015/11/18/wct-ends-the-year-with-a-flourish/
211,1217,http://invezz.com/news/equities/21274-Tesco-share-price-continues-to-gain-on-upbeat-house-broker-comment?utm_source=rss
212,1055,http://feeds.feedblitz.com/~/123917637/0/sourcewirecomputingandtelecoms~Aria-Networks-Recognised-By-Tele-Management-Forum-as-%e2%80%98Most-Significant-Contributor%e2%80%99
213,302,http://www.ibtimes.com/huawei-big-winner-global-smartphone-growth-slows-q3-gartner-2190221
214,2022,http://www.prnewswire.com/news-releases/bulwark-partners-with-realtree-xtra-camo-for-flame-resistant-apparel-300181091.html
215,2094,http://www.prnewswire.com/news-releases/europe-carrier-quarterly-update-q2-2015-300181055.html
216,2355,http://www.prnewswire.com/news-releases/strata-survey-ad-economy-strong-ahead-of-holiday-season-and-new-year-300180856.html
217,455,http://feedproxy.google.com/~r/ScottishBusinessNews/~3/LCoopfJnnxw/
218,752,http://mf.feeds.reuters.com/c/871/f/435411/s/4b9cde3e/sc/28/l/0L0Sreuters0N0Carticle0C20A150C110C180Cus0Etutorgroup0Efunding0EidUSKCN0AT72X720A1511180DfeedType0FRSS0GfeedName0FtechnologyNews/story01.htm
219,2556,http://www.thetimes.co.uk/tto/business/industries/engineering/article4616745.ece
220,1087,http://feeds.foxbusiness.com/~r/foxbusiness/investing/mixed/~3/p0rOclkOUoc/
221,1223,http://news.yahoo.com/tencents-webank-looking-raise-1-bln-funding-round-110033959--sector.html
222,1244,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGcOT_oG0D__4C2IOLUVkXPxFrKDw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778994767721&ei=eDNNVtiLOIf3ygPk5IvwCA&url=http://www.computerworld.com/article/3006333/smartphones/gartner-sees-a-grim-future-for-windows-smartphones.html
223,2334,http://www.prnewswire.com/news-releases/sepsis-pipeline-review-and-epidemiology-forecasts-in-new-market-research-reports-551310291.html
224,23,http://allafrica.com/stories/201511180042.html
225,1097,http://feeds.foxbusiness.com/~r/foxbusiness/latest/~3/bSD3gqOdr98/
226,1899,http://www.ibtimes.com/isis-kills-norwegian-chinese-hostages-islamic-state-claims-it-murdered-kidnapping-2190028
227,2018,http://www.prnewswire.com/news-releases/boehringer-ingelheim-awarded-perfect-score-on-human-rights-campaign-foundations-corporate-equality-index-300180779.html
228,-1,http://feedproxy.google.com/~r/ogfj-latest-news/~3/ExM6kRjqknk/statoil-to-exit-chukchi-sea-leases-offshore-alaska.html
229,1068,http://feeds.reuters.com/~r/reuters/businessNews/~3/d4x-uYPPSlc/story01.htm
230,2589,http://www.uzdaily.com/articles-id-34318.htm
